accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,lstm_units
0.8496614619317396,0.6823702609179707,0.6741844135563041,0.6823702609179707,0.674947824785716,0.8468365953165116,32
0.8457924554373359,0.6773777208042623,0.67244387970952,0.6773777208042623,0.6721206746175212,0.8426225308530143,64
0.8160993659128245,0.6582173115584652,0.6241852905487235,0.6582173115584652,0.6393184932459247,0.819575118017714,128
