accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,loss_strategy
0.8496614619317396,0.6823702609179707,0.6741844135563041,0.6823702609179707,0.674947824785716,0.8468365953165116,unweighted
0.8277524449971596,0.7283159662854659,0.6392105041763787,0.7283159662854659,0.6700889738203586,0.8383889964738289,moderated
0.7916877773171818,0.7509690615818366,0.6177375178317135,0.7509690615818366,0.6427665156675008,0.8145645256806322,weighted
