accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,sequence_length,context_minutes
0.8496614619317396,0.6823702609179707,0.6741844135563041,0.6823702609179707,0.674947824785716,0.8468365953165116,10,5.0
0.8512596448824021,0.6828400526263703,0.6648307875708677,0.6828400526263703,0.6732976847051535,0.8522232052273456,20,10.0
0.829165075242533,0.6571530594382919,0.6324325495726155,0.6571530594382919,0.6365565439240092,0.825454527645322,5,2.5
