accuracy,loss,val_accuracy,val_loss,learning_rate
0.8338004946708679,0.452860027551651,0.7311217784881592,0.7183149456977844,0.0010000000474974513
0.8722075819969177,0.3499116003513336,0.7670158743858337,0.6670517325401306,0.0010000000474974513
0.8825960755348206,0.32092249393463135,0.7735922932624817,0.6647961139678955,0.0010000000474974513
0.8888259530067444,0.30263251066207886,0.787749171257019,0.6307698488235474,0.0010000000474974513
0.8936622142791748,0.2882179915904999,0.78739994764328,0.6457513570785522,0.0010000000474974513
0.89567631483078,0.28257226943969727,0.793830931186676,0.6268141269683838,0.0010000000474974513
0.8980689644813538,0.27302616834640503,0.8040884733200073,0.586151659488678,0.0010000000474974513
0.899713933467865,0.2697059214115143,0.8045395016670227,0.5943900346755981,0.0010000000474974513
0.9016198515892029,0.26283809542655945,0.8100247383117676,0.5797423720359802,0.0010000000474974513
0.903843879699707,0.2585482597351074,0.8230758309364319,0.5367117524147034,0.0010000000474974513
0.9050465822219849,0.2537733018398285,0.8197584748268127,0.5567677617073059,0.0010000000474974513
0.9061379432678223,0.2506745159626007,0.8235268592834473,0.5367689728736877,0.0010000000474974513
0.9053297638893127,0.2513374090194702,0.8291866779327393,0.5203129053115845,0.0005000000237487257
0.9073438048362732,0.24662278592586517,0.8255347013473511,0.5375051498413086,0.0005000000237487257
0.9083174467086792,0.2436242401599884,0.8282991647720337,0.5252431631088257,0.0005000000237487257
0.9065197706222534,0.24945233762264252,0.8321111798286438,0.501073956489563,0.0002500000118743628
0.9072006344795227,0.24582688510417938,0.826451301574707,0.521880030632019,0.0002500000118743628
0.9079833626747131,0.24362650513648987,0.8285028338432312,0.5228183269500732,0.0002500000118743628
0.904769778251648,0.2512764036655426,0.8286337852478027,0.5127906799316406,0.0001250000059371814
0.9056320190429688,0.24986019730567932,0.8313109278678894,0.5046381950378418,0.0001250000059371814
0.9022625684738159,0.257391095161438,0.8390804529190063,0.4718259871006012,6.25000029685907e-05
0.9034970998764038,0.25528544187545776,0.8411028385162354,0.4661463499069214,6.25000029685907e-05
0.9038852453231812,0.2535267472267151,0.842179536819458,0.4620060622692108,6.25000029685907e-05
0.9039743542671204,0.25251588225364685,0.8425578474998474,0.46311113238334656,6.25000029685907e-05
0.9043465852737427,0.2524150013923645,0.8432271480560303,0.4574388563632965,6.25000029685907e-05
0.9045311808586121,0.2515195310115814,0.8430525064468384,0.46102824807167053,6.25000029685907e-05
0.9051865935325623,0.24980056285858154,0.8437508940696716,0.45731252431869507,6.25000029685907e-05
0.905422031879425,0.2496248483657837,0.8430088758468628,0.4631344974040985,6.25000029685907e-05
0.9055970311164856,0.24886554479599,0.8431834578514099,0.46345195174217224,6.25000029685907e-05
0.9026221036911011,0.2565869092941284,0.853848397731781,0.4200442433357239,3.125000148429535e-05
