model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1
Stacked LSTM(32+32) — 20 epochs,0.8739573541041825,0.7038594823154515,0.7344598131214727,0.7038594823154515,0.7145689293962676,0.872168542345489
