seed,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1
42,0.8266296610535095,0.6517187751830541,0.6706326097447824,0.6517187751830541,0.6533745630204372,0.8244852856409361
123,0.8224161981046607,0.653721440314856,0.6661411239644792,0.653721440314856,0.651955958498092,0.8220718081012464
456,0.8229914148894865,0.6565316987572334,0.6626687554038226,0.6565316987572334,0.6524441799825873,0.8234933397443819
