,mean,std,min,max
macro_roc_auc,0.9449593196861946,0.00014455543446777015,0.9448193587129428,0.945108068618971
weighted_roc_auc,0.9634466445978499,0.0005676770705623784,0.9627971465103942,0.9638480189130996
micro_roc_auc,0.9718142008531875,0.0006739221564230748,0.9714208394437716,0.972592363435605
W_roc_auc,0.9812622492023667,0.0006791787473385489,0.9804800162036389,0.9817020218689907
N1_roc_auc,0.8963939127718037,0.0009980504119854704,0.8954821546111198,0.8974602240082319
N2_roc_auc,0.9383500867441364,0.0014833609005204917,0.9368656686858985,0.9398323882218561
N3_roc_auc,0.9882792479985149,0.00026842867106998753,0.988039029222999,0.9885689898017176
REM_roc_auc,0.9205111017141517,0.000647604251052154,0.920052100925692,0.9212518554439462
