model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1
LSTM(32) — 20 epochs,0.8661533640718027,0.7003783405047282,0.7251142674136893,0.7003783405047282,0.7081117839433387,0.8670473074404442
