seed,W_f1,N1_f1,N2_f1,N3_f1,REM_f1
42,0.9611500424176922,0.37995337995337997,0.7784677540026934,0.7323832145684878,0.7208902560390844
123,0.9603033006244425,0.3782016348773842,0.7724714941507478,0.7232942112592003,0.7214450150522401
456,0.95802509598277,0.37375231053604435,0.7607030527289547,0.7293881644934804,0.7184761223394741
