seed,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1
42,0.8739573541041825,0.7038594823154515,0.7344598131214727,0.7038594823154515,0.7145689293962676,0.872168542345489
123,0.8695256427473627,0.707855730189652,0.7232075784263858,0.707855730189652,0.7111431311928029,0.8700271257435062
456,0.8661682856588627,0.7012798833805578,0.7243133248914837,0.7012798833805578,0.7080689492161446,0.8660957643971021
