model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1
Attention LSTM — 20 epochs,0.8451736126654431,0.6816603515757524,0.691263692941632,0.6816603515757524,0.6733220402372917,0.8505572225000466
